"","dates","machineID","volt","rotate","pressure","vibration","dates.errors","type1s","type2s","type3s","type4s","type5s","dates.failures","comp1s","comp2s","comp3s","comp4s"
"1178","2015-08-19 02:00:00","1","164.1235","443.18","90.91003","37.32924","2015-08-19 02:00:00","0","0","0","0","0","2015-08-19 02:00:00","0","0","0","0"
"1179","2015-08-19 03:00:00","1","173.7026","449.3684","90.41594","33.96794","2015-08-19 03:00:00","0","0","0","0","0","2015-08-19 03:00:00","0","0","0","0"
"1180","2015-08-19 04:00:00","1","170.7974","485.6643","96.14702","35.86969","2015-08-19 04:00:00","0","0","0","0","0","2015-08-19 04:00:00","0","0","0","0"
"1181","2015-08-19 05:00:00","1","208.3098","453.513","101.85792","37.79158","2015-08-19 05:00:00","0","0","0","0","0","2015-08-19 05:00:00","0","0","0","0"
"1182","2015-08-19 06:00:00","1","170.2813","441.0893","112.30241","38.63475","2015-08-19 06:00:00","3","8","8","1","3","2015-08-19 06:00:00","11","6","1","0"
"1183","2015-08-19 07:00:00","1","196.0141","427.7253","101.07656","45.62913","2015-08-19 07:00:00","0","0","0","0","0","2015-08-19 07:00:00","0","0","0","0"
"1184","2015-08-19 08:00:00","1","178.9539","459.7965","99.61655","49.42036","2015-08-19 08:00:00","0","0","0","0","0","2015-08-19 08:00:00","0","0","0","0"
"1185","2015-08-19 09:00:00","1","185.9367","442.7048","110.95593","33.91845","2015-08-19 09:00:00","0","0","0","0","0","2015-08-19 09:00:00","0","0","0","0"
"1186","2015-08-19 10:00:00","1","182.3741","442.5438","82.53378","37.35527","2015-08-19 10:00:00","0","0","0","0","0","2015-08-19 10:00:00","0","0","0","0"
"1187","2015-08-19 11:00:00","1","162.7164","508.0058","99.47753","32.42823","2015-08-19 11:00:00","0","0","0","0","0","2015-08-19 11:00:00","0","0","0","0"
"1188","2015-08-19 12:00:00","1","193.7808","488.0349","90.62947","44.99527","2015-08-19 12:00:00","0","1","0","0","0","2015-08-19 12:00:00","0","0","0","0"
"1189","2015-08-19 13:00:00","1","181.761","414.1414","105.74876","42.41334","2015-08-19 13:00:00","0","0","0","1","0","2015-08-19 13:00:00","0","0","0","0"
"1190","2015-08-19 14:00:00","1","168.6228","490.4211","106.55487","40.75018","2015-08-19 14:00:00","1","0","0","0","0","2015-08-19 14:00:00","0","0","0","0"
"1191","2015-08-19 15:00:00","1","178.6571","465.135","99.75918","37.991","2015-08-19 15:00:00","0","0","0","0","0","2015-08-19 15:00:00","0","0","0","0"
"1192","2015-08-19 16:00:00","1","190.2608","499.009","89.09185","39.08874","2015-08-19 16:00:00","0","0","0","0","0","2015-08-19 16:00:00","0","0","0","0"
"1193","2015-08-19 17:00:00","1","171.7163","503.7718","100.74644","41.2296","2015-08-19 17:00:00","0","0","0","0","0","2015-08-19 17:00:00","0","0","0","0"
"1194","2015-08-19 18:00:00","1","159.2907","430.0549","100.30317","43.16893","2015-08-19 18:00:00","1","0","0","0","0","2015-08-19 18:00:00","0","0","0","0"
"1195","2015-08-19 19:00:00","1","154.7998","572.0189","98.12753","37.58873","2015-08-19 19:00:00","0","0","0","0","0","2015-08-19 19:00:00","0","0","0","0"
"1196","2015-08-19 20:00:00","1","189.0008","502.8222","75.96263","38.17254","2015-08-19 20:00:00","1","0","0","0","0","2015-08-19 20:00:00","0","0","0","0"
"1197","2015-08-19 21:00:00","1","171.0035","421.4555","110.57445","38.64415","2015-08-19 21:00:00","0","0","0","0","0","2015-08-19 21:00:00","0","0","0","0"
"1198","2015-08-19 22:00:00","1","178.2567","348.6443","93.76915","33.52932","2015-08-19 22:00:00","0","0","0","0","0","2015-08-19 22:00:00","0","0","0","0"
"1199","2015-08-19 23:00:00","1","147.7065","469.2855","99.0743","36.08914","2015-08-19 23:00:00","0","0","0","0","0","2015-08-19 23:00:00","0","0","0","0"
"1200","2015-08-20 00:00:00","1","172.1089","482.2991","99.63702","36.11115","2015-08-20 00:00:00","0","0","0","0","0","2015-08-20 00:00:00","0","0","0","0"
"1201","2015-08-20 01:00:00","1","163.1685","449.5348","96.38083","34.99937","2015-08-20 01:00:00","0","0","0","0","0","2015-08-20 01:00:00","0","0","0","0"
"1202","2015-08-20 02:00:00","1","163.1172","415.3483","103.11647","39.41273","2015-08-20 02:00:00","0","1","0","0","0","2015-08-20 02:00:00","0","0","0","0"
"1203","2015-08-20 03:00:00","1","160.0905","465.7736","97.5893","31.78073","2015-08-20 03:00:00","0","0","0","0","0","2015-08-20 03:00:00","0","0","0","0"
"1204","2015-08-20 04:00:00","1","180.495","446.9102","101.42529","42.22168","2015-08-20 04:00:00","0","0","0","0","0","2015-08-20 04:00:00","0","0","0","0"
"1205","2015-08-20 05:00:00","1","167.4806","391.7986","84.23699","38.40816","2015-08-20 05:00:00","0","0","0","0","0","2015-08-20 05:00:00","0","0","0","0"
"1206","2015-08-20 06:00:00","1","175.96","377.6595","81.2834","41.12204","2015-08-20 06:00:00","4","5","5","1","6","2015-08-20 06:00:00","3","8","1","3"
"1207","2015-08-20 07:00:00","1","184.0758","350.5304","107.84166","39.59201","2015-08-20 07:00:00","0","0","0","1","0","2015-08-20 07:00:00","0","0","0","0"
"1208","2015-08-20 08:00:00","1","188.2456","454.3396","116.05355","35.76303","2015-08-20 08:00:00","0","0","0","0","0","2015-08-20 08:00:00","0","0","0","0"
"1209","2015-08-20 09:00:00","1","180.8821","444.7789","110.015","47.70345","2015-08-20 09:00:00","0","0","0","0","0","2015-08-20 09:00:00","0","0","0","0"
"1210","2015-08-20 10:00:00","1","167.8197","439.6502","131.8944","40.00946","2015-08-20 10:00:00","1","0","0","0","0","2015-08-20 10:00:00","0","0","0","0"
"1211","2015-08-20 11:00:00","1","171.6704","499.7229","94.75993","36.94466","2015-08-20 11:00:00","0","0","0","0","0","2015-08-20 11:00:00","0","0","0","0"
"1212","2015-08-20 12:00:00","1","169.8071","481.1711","97.00136","41.58919","2015-08-20 12:00:00","0","0","1","0","0","2015-08-20 12:00:00","0","0","0","0"
"1213","2015-08-20 13:00:00","1","140.9088","479.8916","94.36773","45.70272","2015-08-20 13:00:00","0","1","0","0","0","2015-08-20 13:00:00","0","0","0","0"
"1214","2015-08-20 14:00:00","1","164.8223","458.5964","93.89519","29.53169","2015-08-20 14:00:00","0","0","0","0","0","2015-08-20 14:00:00","0","0","0","0"
"1215","2015-08-20 15:00:00","1","157.8112","470.369","94.9292","42.99363","2015-08-20 15:00:00","0","0","0","0","0","2015-08-20 15:00:00","0","0","0","0"
"1216","2015-08-20 16:00:00","1","164.3685","429.7065","103.70822","43.13557","2015-08-20 16:00:00","0","0","0","0","0","2015-08-20 16:00:00","0","0","0","0"
"1217","2015-08-20 17:00:00","1","146.0008","401.7383","108.05275","37.16028","2015-08-20 17:00:00","0","0","0","0","0","2015-08-20 17:00:00","0","0","0","0"
"1218","2015-08-20 18:00:00","1","128.3795","367.4671","96.06654","42.04827","2015-08-20 18:00:00","0","0","0","0","0","2015-08-20 18:00:00","0","0","0","0"
"1219","2015-08-20 19:00:00","1","153.6008","357.3585","99.70234","35.77777","2015-08-20 19:00:00","0","0","1","0","0","2015-08-20 19:00:00","0","0","0","0"
"1220","2015-08-20 20:00:00","1","191.772","426.4998","91.94436","41.22251","2015-08-20 20:00:00","1","0","0","0","0","2015-08-20 20:00:00","0","0","0","0"
"1221","2015-08-20 21:00:00","1","169.4254","415.1273","78.72192","40.98585","2015-08-20 21:00:00","0","0","0","0","0","2015-08-20 21:00:00","0","0","0","0"
"1222","2015-08-20 22:00:00","1","173.832","388.9236","87.117","41.30949","2015-08-20 22:00:00","0","0","0","0","0","2015-08-20 22:00:00","0","0","0","0"
"1223","2015-08-20 23:00:00","1","149.6131","366.4206","92.25881","51.11079","2015-08-20 23:00:00","0","0","0","0","0","2015-08-20 23:00:00","0","0","0","0"
"1224","2015-08-21 00:00:00","1","155.8522","455.413","95.92062","37.19565","2015-08-21 00:00:00","0","0","0","0","0","2015-08-21 00:00:00","0","0","0","0"
"1225","2015-08-21 01:00:00","1","149.0288","455.3737","98.54861","43.88521","2015-08-21 01:00:00","0","0","0","0","0","2015-08-21 01:00:00","0","0","0","0"
"1226","2015-08-21 02:00:00","1","166.871","544.5162","92.3089","32.05368","2015-08-21 02:00:00","0","0","0","0","0","2015-08-21 02:00:00","0","0","0","0"
"1227","2015-08-21 03:00:00","1","182.0662","491.1079","80.62545","43.09084","2015-08-21 03:00:00","2","0","0","0","0","2015-08-21 03:00:00","0","0","0","0"
"1228","2015-08-21 04:00:00","1","176.8397","420.1275","106.54743","33.65685","2015-08-21 04:00:00","0","0","0","0","0","2015-08-21 04:00:00","0","0","0","0"
"1229","2015-08-21 05:00:00","1","189.4047","375.2233","95.5601","34.21661","2015-08-21 05:00:00","0","0","0","0","0","2015-08-21 05:00:00","0","0","0","0"
"1230","2015-08-21 06:00:00","1","162.0342","503.8223","94.28833","41.77459","2015-08-21 06:00:00","3","10","10","6","3","2015-08-21 06:00:00","4","5","1","6"
"1231","2015-08-21 07:00:00","1","159.3882","449.5047","97.13204","36.94921","2015-08-21 07:00:00","0","0","0","0","0","2015-08-21 07:00:00","0","0","0","0"
"1232","2015-08-21 08:00:00","1","135.8877","464.0822","102.43021","45.7408","2015-08-21 08:00:00","0","0","0","0","0","2015-08-21 08:00:00","0","0","0","0"
"1233","2015-08-21 09:00:00","1","174.8933","440.2661","94.06996","41.06174","2015-08-21 09:00:00","0","0","0","0","1","2015-08-21 09:00:00","0","0","0","0"
"1234","2015-08-21 10:00:00","1","163.543","393.5266","96.76214","42.77311","2015-08-21 10:00:00","0","0","0","0","0","2015-08-21 10:00:00","0","0","0","0"
"1235","2015-08-21 11:00:00","1","155.8729","482.0343","114.64941","40.32673","2015-08-21 11:00:00","0","0","0","0","0","2015-08-21 11:00:00","0","0","0","0"
"1236","2015-08-21 12:00:00","1","190.2954","444.5824","89.95287","43.43161","2015-08-21 12:00:00","0","0","0","0","0","2015-08-21 12:00:00","0","0","0","0"
"1237","2015-08-21 13:00:00","1","166.9084","510.834","97.89628","36.63755","2015-08-21 13:00:00","0","0","0","0","0","2015-08-21 13:00:00","0","0","0","0"
"1238","2015-08-21 14:00:00","1","158.3791","420.8978","116.01814","46.61963","2015-08-21 14:00:00","1","0","0","0","0","2015-08-21 14:00:00","0","0","0","0"
"1239","2015-08-21 15:00:00","1","188.7874","474.5298","104.35078","39.62592","2015-08-21 15:00:00","0","0","0","0","0","2015-08-21 15:00:00","0","0","0","0"
"1240","2015-08-21 16:00:00","1","178.7632","367.814","104.91511","37.66896","2015-08-21 16:00:00","0","0","0","0","0","2015-08-21 16:00:00","0","0","0","0"
"1241","2015-08-21 17:00:00","1","183.2446","504.6665","93.01847","39.85058","2015-08-21 17:00:00","0","0","0","0","0","2015-08-21 17:00:00","0","0","0","0"
"1242","2015-08-21 18:00:00","1","182.8451","467.403","99.54445","48.40929","2015-08-21 18:00:00","0","0","0","0","0","2015-08-21 18:00:00","0","0","0","0"
"1243","2015-08-21 19:00:00","1","170.2121","396.2697","100.89706","42.25701","2015-08-21 19:00:00","0","1","0","0","0","2015-08-21 19:00:00","0","0","0","0"
"1244","2015-08-21 20:00:00","1","189.673","308.0733","103.64615","48.63405","2015-08-21 20:00:00","0","0","0","0","0","2015-08-21 20:00:00","0","0","0","0"
"1245","2015-08-21 21:00:00","1","184.3812","466.5729","91.12984","42.16142","2015-08-21 21:00:00","0","1","0","0","0","2015-08-21 21:00:00","0","0","0","0"
"1246","2015-08-21 22:00:00","1","166.5439","345.8955","96.89402","39.34018","2015-08-21 22:00:00","0","0","0","0","0","2015-08-21 22:00:00","0","0","0","0"
"1247","2015-08-21 23:00:00","1","178.5395","466.1607","121.24795","46.20674","2015-08-21 23:00:00","0","0","0","0","0","2015-08-21 23:00:00","0","0","0","0"
"1248","2015-08-22 00:00:00","1","183.9844","441.4824","100.57824","38.98243","2015-08-22 00:00:00","0","0","0","0","0","2015-08-22 00:00:00","0","0","0","0"
"1249","2015-08-22 01:00:00","1","166.2483","549.9043","112.46927","37.4738","2015-08-22 01:00:00","0","0","0","1","0","2015-08-22 01:00:00","0","0","0","0"
"1250","2015-08-22 02:00:00","1","165.2071","425.9442","92.93463","44.73843","2015-08-22 02:00:00","0","0","0","0","0","2015-08-22 02:00:00","0","0","0","0"
"1251","2015-08-22 03:00:00","1","157.924","434.355","110.22166","42.11311","2015-08-22 03:00:00","0","0","0","0","0","2015-08-22 03:00:00","0","0","0","0"
"1252","2015-08-22 04:00:00","1","175.3949","386.46","89.51248","44.24457","2015-08-22 04:00:00","0","0","0","0","0","2015-08-22 04:00:00","0","0","0","0"
"1253","2015-08-22 05:00:00","1","207.5248","476.1326","87.45873","34.40493","2015-08-22 05:00:00","0","0","0","0","0","2015-08-22 05:00:00","0","0","0","0"
"1254","2015-08-22 06:00:00","1","165.6628","380.6467","103.9915","35.13335","2015-08-22 06:00:00","1","5","5","4","3","2015-08-22 06:00:00","3","10","6","3"
"1255","2015-08-22 07:00:00","1","188.8993","447.8901","94.72012","35.84893","2015-08-22 07:00:00","0","0","0","0","0","2015-08-22 07:00:00","0","0","0","0"
"1256","2015-08-22 08:00:00","1","160.3496","479.2475","90.10102","46.89072","2015-08-22 08:00:00","0","0","0","0","0","2015-08-22 08:00:00","0","0","0","0"
"1257","2015-08-22 09:00:00","1","135.9286","401.9364","92.03077","33.1607","2015-08-22 09:00:00","0","0","0","0","0","2015-08-22 09:00:00","0","0","0","0"
"1258","2015-08-22 10:00:00","1","167.7831","493.6803","67.83709","41.61988","2015-08-22 10:00:00","0","0","0","0","0","2015-08-22 10:00:00","0","0","0","0"
"1259","2015-08-22 11:00:00","1","172.4986","493.5855","92.07868","42.54044","2015-08-22 11:00:00","1","0","1","0","0","2015-08-22 11:00:00","0","0","0","0"
"1260","2015-08-22 12:00:00","1","190.0818","511.7873","114.14635","34.22218","2015-08-22 12:00:00","0","0","0","0","0","2015-08-22 12:00:00","0","0","0","0"
"1261","2015-08-22 13:00:00","1","183.391","530.444","96.54882","45.3652","2015-08-22 13:00:00","0","0","0","0","0","2015-08-22 13:00:00","0","0","0","0"
"1262","2015-08-22 14:00:00","1","157.995","563.3138","113.00745","46.60254","2015-08-22 14:00:00","0","0","0","0","0","2015-08-22 14:00:00","0","0","0","0"
"1263","2015-08-22 15:00:00","1","166.6559","507.5442","79.61872","33.59077","2015-08-22 15:00:00","0","0","0","0","0","2015-08-22 15:00:00","0","0","0","0"
"1264","2015-08-22 16:00:00","1","158.8895","491.9639","105.80577","37.77798","2015-08-22 16:00:00","1","0","0","0","0","2015-08-22 16:00:00","0","0","0","0"
"1265","2015-08-22 17:00:00","1","155.0903","400.5433","90.32741","39.1857","2015-08-22 17:00:00","0","0","0","0","0","2015-08-22 17:00:00","0","0","0","0"
"1266","2015-08-22 18:00:00","1","155.1373","478.8993","94.97456","38.18742","2015-08-22 18:00:00","1","0","0","0","0","2015-08-22 18:00:00","0","0","0","0"
"1267","2015-08-22 19:00:00","1","151.0343","501.0987","122.64431","37.47115","2015-08-22 19:00:00","0","0","0","0","0","2015-08-22 19:00:00","0","0","0","0"
"1268","2015-08-22 20:00:00","1","152.5667","470.7607","88.17952","31.58262","2015-08-22 20:00:00","0","0","1","0","0","2015-08-22 20:00:00","0","0","0","0"
"1269","2015-08-22 21:00:00","1","204.4667","490.7367","96.17128","45.55299","2015-08-22 21:00:00","0","0","0","0","0","2015-08-22 21:00:00","0","0","0","0"
"1270","2015-08-22 22:00:00","1","178.5307","446.2863","98.72166","31.33949","2015-08-22 22:00:00","0","1","0","0","0","2015-08-22 22:00:00","0","0","0","0"
"1271","2015-08-22 23:00:00","1","156.7067","425.24","95.96515","34.30473","2015-08-22 23:00:00","0","0","0","0","0","2015-08-22 23:00:00","0","0","0","0"
"1272","2015-08-23 00:00:00","1","169.4327","445.066","107.64243","42.04803","2015-08-23 00:00:00","0","0","1","0","0","2015-08-23 00:00:00","0","0","0","0"
"1273","2015-08-23 01:00:00","1","168.3211","338.4879","110.69894","37.94483","2015-08-23 01:00:00","0","0","0","0","0","2015-08-23 01:00:00","0","0","0","0"
"1274","2015-08-23 02:00:00","1","178.7382","417.8132","88.74841","35.67597","2015-08-23 02:00:00","0","0","0","0","0","2015-08-23 02:00:00","0","0","0","0"
"1275","2015-08-23 03:00:00","1","156.6409","448.3404","109.45398","32.2562","2015-08-23 03:00:00","0","0","0","0","0","2015-08-23 03:00:00","0","0","0","0"
"1276","2015-08-23 04:00:00","1","138.1709","380.9731","92.64248","33.63154","2015-08-23 04:00:00","0","0","0","0","0","2015-08-23 04:00:00","0","0","0","0"
"1277","2015-08-23 05:00:00","1","182.3381","365.7499","106.13398","45.87374","2015-08-23 05:00:00","0","0","1","0","0","2015-08-23 05:00:00","0","0","0","0"
"1278","2015-08-23 06:00:00","1","181.5396","406.4401","95.86163","42.88219","2015-08-23 06:00:00","6","10","10","3","5","2015-08-23 06:00:00","1","5","4","3"
"1279","2015-08-23 07:00:00","1","164.4277","408.733","107.10602","41.57915","2015-08-23 07:00:00","1","0","0","0","0","2015-08-23 07:00:00","0","0","0","0"
"1280","2015-08-23 08:00:00","1","196.1573","487.4152","104.67687","43.82884","2015-08-23 08:00:00","0","0","0","0","0","2015-08-23 08:00:00","0","0","0","0"
"1281","2015-08-23 09:00:00","1","163.2624","455.6596","100.96877","34.09666","2015-08-23 09:00:00","0","0","0","0","0","2015-08-23 09:00:00","0","0","0","0"
"1282","2015-08-23 10:00:00","1","176.6378","359.9545","103.38521","41.24585","2015-08-23 10:00:00","0","0","0","0","0","2015-08-23 10:00:00","0","0","0","0"
"1283","2015-08-23 11:00:00","1","137.3894","482.9863","102.86531","41.3018","2015-08-23 11:00:00","0","0","0","0","0","2015-08-23 11:00:00","0","0","0","0"
"1284","2015-08-23 12:00:00","1","201.8154","446.9819","101.63545","35.66217","2015-08-23 12:00:00","0","0","0","0","0","2015-08-23 12:00:00","0","0","0","0"
"1285","2015-08-23 13:00:00","1","168.9716","415.6413","107.54989","44.20094","2015-08-23 13:00:00","0","0","0","0","0","2015-08-23 13:00:00","0","0","0","0"
"1286","2015-08-23 14:00:00","1","149.1028","475.0437","94.24077","39.39206","2015-08-23 14:00:00","0","0","0","0","0","2015-08-23 14:00:00","0","0","0","0"
"1287","2015-08-23 15:00:00","1","177.7593","448.044","100.41017","31.36461","2015-08-23 15:00:00","0","0","0","0","0","2015-08-23 15:00:00","0","0","0","0"
"1288","2015-08-23 16:00:00","1","173.0758","500.6115","100.40503","50.00686","2015-08-23 16:00:00","0","0","0","0","0","2015-08-23 16:00:00","0","0","0","0"
"1289","2015-08-23 17:00:00","1","195.6303","522.4057","90.5741","49.3973","2015-08-23 17:00:00","0","0","0","1","0","2015-08-23 17:00:00","0","0","0","0"
"1290","2015-08-23 18:00:00","1","174.712","483.0514","105.98082","43.56489","2015-08-23 18:00:00","0","0","0","0","0","2015-08-23 18:00:00","0","0","0","0"
"1291","2015-08-23 19:00:00","1","181.9563","343.6961","101.43129","37.21921","2015-08-23 19:00:00","0","0","0","0","0","2015-08-23 19:00:00","0","0","0","0"
"1292","2015-08-23 20:00:00","1","170.1484","401.0008","107.03964","36.24813","2015-08-23 20:00:00","0","0","0","0","0","2015-08-23 20:00:00","0","0","0","0"
"1293","2015-08-23 21:00:00","1","200.4259","462.3028","110.42331","42.07437","2015-08-23 21:00:00","0","0","0","0","0","2015-08-23 21:00:00","0","0","0","0"
"1294","2015-08-23 22:00:00","1","162.143","590.3185","94.02076","41.20626","2015-08-23 22:00:00","0","0","0","0","0","2015-08-23 22:00:00","0","0","0","0"
"1295","2015-08-23 23:00:00","1","163.4879","393.8345","98.98679","32.40699","2015-08-23 23:00:00","0","0","0","0","0","2015-08-23 23:00:00","0","0","0","0"
"1296","2015-08-24 00:00:00","1","164.7848","423.5012","112.45383","42.94677","2015-08-24 00:00:00","0","0","0","0","1","2015-08-24 00:00:00","0","0","0","0"
"1297","2015-08-24 01:00:00","1","184.5425","462.4941","107.68084","40.58295","2015-08-24 01:00:00","0","0","0","0","0","2015-08-24 01:00:00","0","0","0","0"
"1298","2015-08-24 02:00:00","1","186.4825","466.427","103.54239","31.99968","2015-08-24 02:00:00","0","0","1","1","0","2015-08-24 02:00:00","0","0","0","0"
"1299","2015-08-24 03:00:00","1","164.8127","492.3596","107.34838","48.5416","2015-08-24 03:00:00","0","0","0","0","0","2015-08-24 03:00:00","0","0","0","0"
"1300","2015-08-24 04:00:00","1","174.989","447.4267","117.93436","41.03277","2015-08-24 04:00:00","0","0","0","0","0","2015-08-24 04:00:00","0","0","0","0"
"1301","2015-08-24 05:00:00","1","199.0449","406.1797","107.14764","39.39145","2015-08-24 05:00:00","0","0","0","0","0","2015-08-24 05:00:00","0","0","0","0"
"1302","2015-08-24 06:00:00","1","199.3322","501.2613","88.09915","35.9065","2015-08-24 06:00:00","7","11","11","2","6","2015-08-24 06:00:00","6","10","3","5"
"1303","2015-08-24 07:00:00","1","209.1202","388.0796","105.45168","37.89222","2015-08-24 07:00:00","0","0","0","0","0","2015-08-24 07:00:00","0","0","0","0"
"1304","2015-08-24 08:00:00","1","170.5925","487.7421","93.79094","40.18669","2015-08-24 08:00:00","0","0","0","0","0","2015-08-24 08:00:00","0","0","0","0"
"1305","2015-08-24 09:00:00","1","193.3505","440.7679","96.50865","40.39966","2015-08-24 09:00:00","0","0","0","0","0","2015-08-24 09:00:00","0","0","0","0"
"1306","2015-08-24 10:00:00","1","166.3898","427.6614","104.79687","35.32283","2015-08-24 10:00:00","0","1","0","0","0","2015-08-24 10:00:00","0","0","0","0"
"1307","2015-08-24 11:00:00","1","160.8056","451.5368","116.35745","41.58323","2015-08-24 11:00:00","0","0","0","0","0","2015-08-24 11:00:00","0","0","0","0"
"1308","2015-08-24 12:00:00","1","180.5412","448.6847","92.23386","38.05872","2015-08-24 12:00:00","0","0","0","0","0","2015-08-24 12:00:00","0","0","0","0"
"1309","2015-08-24 13:00:00","1","171.7926","507.6374","100.49075","41.75589","2015-08-24 13:00:00","0","0","0","0","0","2015-08-24 13:00:00","0","0","0","0"
"1310","2015-08-24 14:00:00","1","158.5693","390.7889","91.691","42.63578","2015-08-24 14:00:00","0","1","0","0","0","2015-08-24 14:00:00","0","0","0","0"
"1311","2015-08-24 15:00:00","1","171.9184","409.7888","126.92134","38.82047","2015-08-24 15:00:00","0","0","0","0","0","2015-08-24 15:00:00","0","0","0","0"
"1312","2015-08-24 16:00:00","1","152.9724","435.3867","83.16923","28.92899","2015-08-24 16:00:00","0","0","0","0","0","2015-08-24 16:00:00","0","0","0","0"
"1313","2015-08-24 17:00:00","1","171.1291","461.8056","99.96339","27.92793","2015-08-24 17:00:00","0","0","0","0","0","2015-08-24 17:00:00","0","0","0","0"
"1314","2015-08-24 18:00:00","1","173.7899","415.8649","119.46129","50.19268","2015-08-24 18:00:00","1","0","0","0","0","2015-08-24 18:00:00","0","0","0","0"
"1315","2015-08-24 19:00:00","1","192.3865","471.3391","97.93209","43.92446","2015-08-24 19:00:00","0","0","0","0","0","2015-08-24 19:00:00","0","0","0","0"
"1316","2015-08-24 20:00:00","1","185.0822","501.9718","111.18187","31.71797","2015-08-24 20:00:00","1","0","0","0","0","2015-08-24 20:00:00","0","0","0","0"
"1317","2015-08-24 21:00:00","1","174.4994","547.4766","92.54956","33.6568","2015-08-24 21:00:00","0","0","0","0","0","2015-08-24 21:00:00","0","0","0","0"
"1318","2015-08-24 22:00:00","1","195.8884","472.0508","92.92192","43.66177","2015-08-24 22:00:00","0","0","0","0","0","2015-08-24 22:00:00","0","0","0","0"
"1319","2015-08-24 23:00:00","1","163.2127","500.5487","110.7643","42.26488","2015-08-24 23:00:00","0","0","0","0","0","2015-08-24 23:00:00","0","0","0","0"
"1320","2015-08-25 00:00:00","1","168.6331","352.9754","106.72715","40.28644","2015-08-25 00:00:00","0","0","0","0","0","2015-08-25 00:00:00","0","0","0","0"
"1321","2015-08-25 01:00:00","1","157.9319","466.5666","113.74689","45.27064","2015-08-25 01:00:00","0","0","0","0","0","2015-08-25 01:00:00","0","0","0","0"
"1322","2015-08-25 02:00:00","1","175.8495","458.3478","115.51513","32.63391","2015-08-25 02:00:00","0","0","0","0","0","2015-08-25 02:00:00","0","0","0","0"
"1323","2015-08-25 03:00:00","1","154.4453","450.671","99.10048","40.07726","2015-08-25 03:00:00","1","0","0","0","0","2015-08-25 03:00:00","0","0","0","0"
"1324","2015-08-25 04:00:00","1","176.4465","483.3386","121.59617","39.93202","2015-08-25 04:00:00","0","0","0","0","0","2015-08-25 04:00:00","0","0","0","0"
"1325","2015-08-25 05:00:00","1","164.0971","451.9584","120.70933","36.92043","2015-08-25 05:00:00","0","1","0","0","0","2015-08-25 05:00:00","0","0","0","0"
"1326","2015-08-25 06:00:00","1","172.2047","584.4314","108.448","51.59453","2015-08-25 06:00:00","3","5","5","3","3","2015-08-25 06:00:00","7","11","1","6"
"1327","2015-08-25 07:00:00","1","136.7129","470.7912","96.53166","45.28678","2015-08-25 07:00:00","0","0","0","0","0","2015-08-25 07:00:00","0","0","0","0"
"1328","2015-08-25 08:00:00","1","189.9021","453.708","93.43394","39.65168","2015-08-25 08:00:00","0","0","0","0","0","2015-08-25 08:00:00","0","0","0","0"
"1329","2015-08-25 09:00:00","1","158.8259","552.6887","110.43618","45.20322","2015-08-25 09:00:00","0","0","0","0","0","2015-08-25 09:00:00","0","0","0","0"
"1330","2015-08-25 10:00:00","1","161.3055","429.4355","92.98391","31.18941","2015-08-25 10:00:00","0","1","0","0","0","2015-08-25 10:00:00","0","0","0","0"
"1331","2015-08-25 11:00:00","1","155.5915","430.0045","133.37412","46.90486","2015-08-25 11:00:00","0","0","0","0","0","2015-08-25 11:00:00","0","0","0","0"
"1332","2015-08-25 12:00:00","1","177.2449","436.8696","95.6619","44.4409","2015-08-25 12:00:00","0","0","0","0","0","2015-08-25 12:00:00","0","0","0","0"
"1333","2015-08-25 13:00:00","1","170.6394","461.8445","90.46021","43.32082","2015-08-25 13:00:00","0","0","0","0","0","2015-08-25 13:00:00","0","0","0","0"
"1334","2015-08-25 14:00:00","1","157.114","507.7338","100.52887","34.85401","2015-08-25 14:00:00","0","0","0","0","0","2015-08-25 14:00:00","0","0","0","0"
"1335","2015-08-25 15:00:00","1","166.629","411.1366","109.60639","42.14817","2015-08-25 15:00:00","0","0","0","0","0","2015-08-25 15:00:00","0","0","0","0"
"1336","2015-08-25 16:00:00","1","165.0328","501.8384","104.48082","34.89169","2015-08-25 16:00:00","0","0","0","0","0","2015-08-25 16:00:00","0","0","0","0"
"1337","2015-08-25 17:00:00","1","185.647","408.3902","118.54664","32.24069","2015-08-25 17:00:00","0","0","1","0","0","2015-08-25 17:00:00","0","0","0","0"
"1338","2015-08-25 18:00:00","1","186.9122","405.7544","97.15518","38.9547","2015-08-25 18:00:00","0","1","0","1","0","2015-08-25 18:00:00","0","0","0","0"
"1339","2015-08-25 19:00:00","1","182.9369","435.0474","76.48502","35.07079","2015-08-25 19:00:00","0","0","0","0","0","2015-08-25 19:00:00","0","0","0","0"
"1340","2015-08-25 20:00:00","1","175.6345","438.5414","100.31551","44.43529","2015-08-25 20:00:00","0","0","1","0","0","2015-08-25 20:00:00","0","0","0","0"
"1341","2015-08-25 21:00:00","1","164.1699","483.8304","101.6358","29.30806","2015-08-25 21:00:00","0","0","0","0","0","2015-08-25 21:00:00","0","0","0","0"
"1342","2015-08-25 22:00:00","1","139.779","462.6016","102.72833","34.09047","2015-08-25 22:00:00","0","0","0","0","0","2015-08-25 22:00:00","0","0","0","0"
"1343","2015-08-25 23:00:00","1","166.3507","486.4024","100.4181","38.09769","2015-08-25 23:00:00","0","0","0","0","0","2015-08-25 23:00:00","0","0","0","0"
